Wert;Label;Gemeinde;Kanton;Jahr
241;WOHNEN;Wattenwil;BE;2018
527;ARBEITSMARKT;Wattenwil;BE;2018
731;BEVÖLKERUNG;Wattenwil;BE;2018
894;STEUERBELASTUNG;Wattenwil;BE;2018
570;ERREICHBARKEIT;Wattenwil;BE;2018
805;VERSORGUNG;Wattenwil;BE;2018
389;SICHERHEIT;Wattenwil;BE;2018
692;RANG;Herzogenbuchsee;BE;2018
BE;KANTON;Herzogenbuchsee;BE;2018
Herzogenbuchsee;GEMEINDE;Herzogenbuchsee;BE;2018
584;WOHNEN;Herzogenbuchsee;BE;2018
821;ARBEITSMARKT;Herzogenbuchsee;BE;2018
870;BEVÖLKERUNG;Herzogenbuchsee;BE;2018
752;STEUERBELASTUNG;Herzogenbuchsee;BE;2018
239;ERREICHBARKEIT;Herzogenbuchsee;BE;2018
83;VERSORGUNG;Herzogenbuchsee;BE;2018
331;SICHERHEIT;Herzogenbuchsee;BE;2018
693;RANG;Döttingen;AG;2018
AG;KANTON;Döttingen;AG;2018
Döttingen;GEMEINDE;Döttingen;AG;2018
889;WOHNEN;Döttingen;AG;2018
676;ARBEITSMARKT;Döttingen;AG;2018
786;BEVÖLKERUNG;Döttingen;AG;2018
414;STEUERBELASTUNG;Döttingen;AG;2018
679;ERREICHBARKEIT;Döttingen;AG;2018
338;VERSORGUNG;Döttingen;AG;2018
157;SICHERHEIT;Döttingen;AG;2018
694;RANG;Ilanz/Glion;GR;2018
GR;KANTON;Ilanz/Glion;GR;2018
Ilanz/Glion;GEMEINDE;Ilanz/Glion;GR;2018
34;WOHNEN;Ilanz/Glion;GR;2018
740;ARBEITSMARKT;Ilanz/Glion;GR;2018
762;BEVÖLKERUNG;Ilanz/Glion;GR;2018
444;STEUERBELASTUNG;Ilanz/Glion;GR;2018
915;ERREICHBARKEIT;Ilanz/Glion;GR;2018
185;VERSORGUNG;Ilanz/Glion;GR;2018
25;SICHERHEIT;Ilanz/Glion;GR;2018
695;RANG;Aeschi Bei Spiez;BE;2018
BE;KANTON;Aeschi Bei Spiez;BE;2018
Aeschi Bei Spiez;GEMEINDE;Aeschi Bei Spiez;BE;2018
43;WOHNEN;Aeschi Bei Spiez;BE;2018
687;ARBEITSMARKT;Aeschi Bei Spiez;BE;2018
717;BEVÖLKERUNG;Aeschi Bei Spiez;BE;2018
851;STEUERBELASTUNG;Aeschi Bei Spiez;BE;2018
722;ERREICHBARKEIT;Aeschi Bei Spiez;BE;2018
381;VERSORGUNG;Aeschi Bei Spiez;BE;2018
244;SICHERHEIT;Aeschi Bei Spiez;BE;2018
696;RANG;Lungern;OW;2018
OW;KANTON;Lungern;OW;2018
Lungern;GEMEINDE;Lungern;OW;2018
784;WOHNEN;Lungern;OW;2018
661;ARBEITSMARKT;Lungern;OW;2018
228;BEVÖLKERUNG;Lungern;OW;2018
335;STEUERBELASTUNG;Lungern;OW;2018
908;ERREICHBARKEIT;Lungern;OW;2018
281;VERSORGUNG;Lungern;OW;2018
167;SICHERHEIT;Lungern;OW;2018
697;RANG;Vilters-Wangs;SG;2018
SG;KANTON;Vilters-Wangs;SG;2018
Vilters-Wangs;GEMEINDE;Vilters-Wangs;SG;2018
344;WOHNEN;Vilters-Wangs;SG;2018
608;ARBEITSMARKT;Vilters-Wangs;SG;2018
418;BEVÖLKERUNG;Vilters-Wangs;SG;2018
721;STEUERBELASTUNG;Vilters-Wangs;SG;2018
881;ERREICHBARKEIT;Vilters-Wangs;SG;2018
605;VERSORGUNG;Vilters-Wangs;SG;2018
445;SICHERHEIT;Vilters-Wangs;SG;2018
698;RANG;Le Mouret;FR;2018
FR;KANTON;Le Mouret;FR;2018
Le Mouret;GEMEINDE;Le Mouret;FR;2018
433;WOHNEN;Le Mouret;FR;2018
617;ARBEITSMARKT;Le Mouret;FR;2018
408;BEVÖLKERUNG;Le Mouret;FR;2018
629;STEUERBELASTUNG;Le Mouret;FR;2018
609;ERREICHBARKEIT;Le Mouret;FR;2018
905;VERSORGUNG;Le Mouret;FR;2018
845;SICHERHEIT;Le Mouret;FR;2018
699;RANG;Wichtrach;BE;2018
BE;KANTON;Wichtrach;BE;2018
Wichtrach;GEMEINDE;Wichtrach;BE;2018
614;WOHNEN;Wichtrach;BE;2018
808;ARBEITSMARKT;Wichtrach;BE;2018
407;BEVÖLKERUNG;Wichtrach;BE;2018
728;STEUERBELASTUNG;Wichtrach;BE;2018
386;ERREICHBARKEIT;Wichtrach;BE;2018
501;VERSORGUNG;Wichtrach;BE;2018
795;SICHERHEIT;Wichtrach;BE;2018
700;RANG;Cheyres-Châbles;FR;2018
FR;KANTON;Cheyres-Châbles;FR;2018
Cheyres-Châbles;GEMEINDE;Cheyres-Châbles;FR;2018
467;WOHNEN;Cheyres-Châbles;FR;2018
573;ARBEITSMARKT;Cheyres-Châbles;FR;2018
19;BEVÖLKERUNG;Cheyres-Châbles;FR;2018
513;STEUERBELASTUNG;Cheyres-Châbles;FR;2018
760;ERREICHBARKEIT;Cheyres-Châbles;FR;2018
854;VERSORGUNG;Cheyres-Châbles;FR;2018
711;SICHERHEIT;Cheyres-Châbles;FR;2018
701;RANG;Schänis;SG;2018
SG;KANTON;Schänis;SG;2018
Schänis;GEMEINDE;Schänis;SG;2018
867;WOHNEN;Schänis;SG;2018
518;ARBEITSMARKT;Schänis;SG;2018
695;BEVÖLKERUNG;Schänis;SG;2018
674;STEUERBELASTUNG;Schänis;SG;2018
697;ERREICHBARKEIT;Schänis;SG;2018
746;VERSORGUNG;Schänis;SG;2018
323;SICHERHEIT;Schänis;SG;2018
702;RANG;Cazis;GR;2018
GR;KANTON;Cazis;GR;2018
Cazis;GEMEINDE;Cazis;GR;2018
398;WOHNEN;Cazis;GR;2018
473;ARBEITSMARKT;Cazis;GR;2018
887;BEVÖLKERUNG;Cazis;GR;2018
593;STEUERBELASTUNG;Cazis;GR;2018
903;ERREICHBARKEIT;Cazis;GR;2018
228;VERSORGUNG;Cazis;GR;2018
165;SICHERHEIT;Cazis;GR;2018
703;RANG;Benken (SG);SG;2018
SG;KANTON;Benken (SG);SG;2018
Benken (SG);GEMEINDE;Benken (SG);SG;2018
895;WOHNEN;Benken (SG);SG;2018
609;ARBEITSMARKT;Benken (SG);SG;2018
396;BEVÖLKERUNG;Benken (SG);SG;2018
689;STEUERBELASTUNG;Benken (SG);SG;2018
642;ERREICHBARKEIT;Benken (SG);SG;2018
909;VERSORGUNG;Benken (SG);SG;2018
323;SICHERHEIT;Benken (SG);SG;2018
704;RANG;Sevelen;SG;2018
SG;KANTON;Sevelen;SG;2018
Sevelen;GEMEINDE;Sevelen;SG;2018
656;WOHNEN;Sevelen;SG;2018
651;ARBEITSMARKT;Sevelen;SG;2018
562;BEVÖLKERUNG;Sevelen;SG;2018
608;STEUERBELASTUNG;Sevelen;SG;2018
481;ERREICHBARKEIT;Sevelen;SG;2018
687;VERSORGUNG;Sevelen;SG;2018
560;SICHERHEIT;Sevelen;SG;2018
705;RANG;Willisau;LU;2018
LU;KANTON;Willisau;LU;2018
Willisau;GEMEINDE;Willisau;LU;2018
413;WOHNEN;Willisau;LU;2018
623;ARBEITSMARKT;Willisau;LU;2018
594;BEVÖLKERUNG;Willisau;LU;2018
532;STEUERBELASTUNG;Willisau;LU;2018
892;ERREICHBARKEIT;Willisau;LU;2018
223;VERSORGUNG;Willisau;LU;2018
10;SICHERHEIT;Willisau;LU;2018
706;RANG;Roveredo (GR);GR;2018
GR;KANTON;Roveredo (GR);GR;2018
Roveredo (GR);GEMEINDE;Roveredo (GR);GR;2018
27;WOHNEN;Roveredo (GR);GR;2018
868;ARBEITSMARKT;Roveredo (GR);GR;2018
851;BEVÖLKERUNG;Roveredo (GR);GR;2018
461;STEUERBELASTUNG;Roveredo (GR);GR;2018
638;ERREICHBARKEIT;Roveredo (GR);GR;2018
627;VERSORGUNG;Roveredo (GR);GR;2018
164;SICHERHEIT;Roveredo (GR);GR;2018
707;RANG;Saxon;VS;2018
VS;KANTON;Saxon;VS;2018
Saxon;GEMEINDE;Saxon;VS;2018
352;WOHNEN;Saxon;VS;2018
620;ARBEITSMARKT;Saxon;VS;2018
614;BEVÖLKERUNG;Saxon;VS;2018
479;STEUERBELASTUNG;Saxon;VS;2018
593;ERREICHBARKEIT;Saxon;VS;2018
682;VERSORGUNG;Saxon;VS;2018
522;SICHERHEIT;Saxon;VS;2018
708;RANG;Naters;VS;2018
VS;KANTON;Naters;VS;2018
Naters;GEMEINDE;Naters;VS;2018
144;WOHNEN;Naters;VS;2018
486;ARBEITSMARKT;Naters;VS;2018
713;BEVÖLKERUNG;Naters;VS;2018
385;STEUERBELASTUNG;Naters;VS;2018
770;ERREICHBARKEIT;Naters;VS;2018
673;VERSORGUNG;Naters;VS;2018
672;SICHERHEIT;Naters;VS;2018
709;RANG;Rebstein;SG;2018
SG;KANTON;Rebstein;SG;2018
Rebstein;GEMEINDE;Rebstein;SG;2018
303;WOHNEN;Rebstein;SG;2018
717;ARBEITSMARKT;Rebstein;SG;2018
833;BEVÖLKERUNG;Rebstein;SG;2018
541;STEUERBELASTUNG;Rebstein;SG;2018
607;ERREICHBARKEIT;Rebstein;SG;2018
342;VERSORGUNG;Rebstein;SG;2018
585;SICHERHEIT;Rebstein;SG;2018
710;RANG;Gretzenbach;SO;2018
SO;KANTON;Gretzenbach;SO;2018
Gretzenbach;GEMEINDE;Gretzenbach;SO;2018
594;WOHNEN;Gretzenbach;SO;2018
686;ARBEITSMARKT;Gretzenbach;SO;2018
366;BEVÖLKERUNG;Gretzenbach;SO;2018
750;STEUERBELASTUNG;Gretzenbach;SO;2018
283;ERREICHBARKEIT;Gretzenbach;SO;2018
354;VERSORGUNG;Gretzenbach;SO;2018
786;SICHERHEIT;Gretzenbach;SO;2018
711;RANG;Konolfingen;BE;2018
BE;KANTON;Konolfingen;BE;2018
Konolfingen;GEMEINDE;Konolfingen;BE;2018
647;WOHNEN;Konolfingen;BE;2018
423;ARBEITSMARKT;Konolfingen;BE;2018
620;BEVÖLKERUNG;Konolfingen;BE;2018
847;STEUERBELASTUNG;Konolfingen;BE;2018
420;ERREICHBARKEIT;Konolfingen;BE;2018
446;VERSORGUNG;Konolfingen;BE;2018
795;SICHERHEIT;Konolfingen;BE;2018
712;RANG;Reiden;LU;2018
LU;KANTON;Reiden;LU;2018
Reiden;GEMEINDE;Reiden;LU;2018
506;WOHNEN;Reiden;LU;2018
780;ARBEITSMARKT;Reiden;LU;2018
752;BEVÖLKERUNG;Reiden;LU;2018
575;STEUERBELASTUNG;Reiden;LU;2018
323;ERREICHBARKEIT;Reiden;LU;2018
377;VERSORGUNG;Reiden;LU;2018
10;SICHERHEIT;Reiden;LU;2018
713;RANG;Seedorf (BE);BE;2018
BE;KANTON;Seedorf (BE);BE;2018
Seedorf (BE);GEMEINDE;Seedorf (BE);BE;2018
736;WOHNEN;Seedorf (BE);BE;2018
788;ARBEITSMARKT;Seedorf (BE);BE;2018
524;BEVÖLKERUNG;Seedorf (BE);BE;2018
859;STEUERBELASTUNG;Seedorf (BE);BE;2018
338;ERREICHBARKEIT;Seedorf (BE);BE;2018
523;VERSORGUNG;Seedorf (BE);BE;2018
213;SICHERHEIT;Seedorf (BE);BE;2018
714;RANG;Eggersriet;SG;2018
SG;KANTON;Eggersriet;SG;2018
Eggersriet;GEMEINDE;Eggersriet;SG;2018
601;WOHNEN;Eggersriet;SG;2018
813;ARBEITSMARKT;Eggersriet;SG;2018
186;BEVÖLKERUNG;Eggersriet;SG;2018
655;STEUERBELASTUNG;Eggersriet;SG;2018
732;ERREICHBARKEIT;Eggersriet;SG;2018
730;VERSORGUNG;Eggersriet;SG;2018
754;SICHERHEIT;Eggersriet;SG;2018
715;RANG;Bischofszell;TG;2018
TG;KANTON;Bischofszell;TG;2018
Bischofszell;GEMEINDE;Bischofszell;TG;2018
493;WOHNEN;Bischofszell;TG;2018
722;ARBEITSMARKT;Bischofszell;TG;2018
591;BEVÖLKERUNG;Bischofszell;TG;2018
475;STEUERBELASTUNG;Bischofszell;TG;2018
717;ERREICHBARKEIT;Bischofszell;TG;2018
409;VERSORGUNG;Bischofszell;TG;2018
303;SICHERHEIT;Bischofszell;TG;2018
716;RANG;Gams;SG;2018
SG;KANTON;Gams;SG;2018
Gams;GEMEINDE;Gams;SG;2018
811;WOHNEN;Gams;SG;2018
477;ARBEITSMARKT;Gams;SG;2018
303;BEVÖLKERUNG;Gams;SG;2018
712;STEUERBELASTUNG;Gams;SG;2018
657;ERREICHBARKEIT;Gams;SG;2018
800;VERSORGUNG;Gams;SG;2018
560;SICHERHEIT;Gams;SG;2018
717;RANG;Böttstein;AG;2018
AG;KANTON;Böttstein;AG;2018
Böttstein;GEMEINDE;Böttstein;AG;2018
797;WOHNEN;Böttstein;AG;2018
720;ARBEITSMARKT;Böttstein;AG;2018
596;BEVÖLKERUNG;Böttstein;AG;2018
335;STEUERBELASTUNG;Böttstein;AG;2018
700;ERREICHBARKEIT;Böttstein;AG;2018
872;VERSORGUNG;Böttstein;AG;2018
157;SICHERHEIT;Böttstein;AG;2018
718;RANG;Lens;VS;2018
VS;KANTON;Lens;VS;2018
Lens;GEMEINDE;Lens;VS;2018
72;WOHNEN;Lens;VS;2018
894;ARBEITSMARKT;Lens;VS;2018
145;BEVÖLKERUNG;Lens;VS;2018
420;STEUERBELASTUNG;Lens;VS;2018
785;ERREICHBARKEIT;Lens;VS;2018
539;VERSORGUNG;Lens;VS;2018
502;SICHERHEIT;Lens;VS;2018
719;RANG;Oberdiessbach;BE;2018
BE;KANTON;Oberdiessbach;BE;2018
Oberdiessbach;GEMEINDE;Oberdiessbach;BE;2018
600;WOHNEN;Oberdiessbach;BE;2018
823;ARBEITSMARKT;Oberdiessbach;BE;2018
776;BEVÖLKERUNG;Oberdiessbach;BE;2018
753;STEUERBELASTUNG;Oberdiessbach;BE;2018
619;ERREICHBARKEIT;Oberdiessbach;BE;2018
541;VERSORGUNG;Oberdiessbach;BE;2018
795;SICHERHEIT;Oberdiessbach;BE;2018
720;RANG;Oberriet (SG);SG;2018
SG;KANTON;Oberriet (SG);SG;2018
Oberriet (SG);GEMEINDE;Oberriet (SG);SG;2018
503;WOHNEN;Oberriet (SG);SG;2018
530;ARBEITSMARKT;Oberriet (SG);SG;2018
439;BEVÖLKERUNG;Oberriet (SG);SG;2018
599;STEUERBELASTUNG;Oberriet (SG);SG;2018
735;ERREICHBARKEIT;Oberriet (SG);SG;2018
915;VERSORGUNG;Oberriet (SG);SG;2018
585;SICHERHEIT;Oberriet (SG);SG;2018
721;RANG;Oberbüren;SG;2018
SG;KANTON;Oberbüren;SG;2018
Oberbüren;GEMEINDE;Oberbüren;SG;2018
421;WOHNEN;Oberbüren;SG;2018
755;ARBEITSMARKT;Oberbüren;SG;2018
155;BEVÖLKERUNG;Oberbüren;SG;2018
501;STEUERBELASTUNG;Oberbüren;SG;2018
769;ERREICHBARKEIT;Oberbüren;SG;2018
621;VERSORGUNG;Oberbüren;SG;2018
355;SICHERHEIT;Oberbüren;SG;2018
722;RANG;Poschiavo;GR;2018
GR;KANTON;Poschiavo;GR;2018
Poschiavo;GEMEINDE;Poschiavo;GR;2018
36;WOHNEN;Poschiavo;GR;2018
753;ARBEITSMARKT;Poschiavo;GR;2018
711;BEVÖLKERUNG;Poschiavo;GR;2018
375;STEUERBELASTUNG;Poschiavo;GR;2018
921;ERREICHBARKEIT;Poschiavo;GR;2018
440;VERSORGUNG;Poschiavo;GR;2018
55;SICHERHEIT;Poschiavo;GR;2018
723;RANG;Lauterbrunnen;BE;2018
BE;KANTON;Lauterbrunnen;BE;2018
Lauterbrunnen;GEMEINDE;Lauterbrunnen;BE;2018
469;WOHNEN;Lauterbrunnen;BE;2018
616;ARBEITSMARKT;Lauterbrunnen;BE;2018
904;BEVÖLKERUNG;Lauterbrunnen;BE;2018
911;STEUERBELASTUNG;Lauterbrunnen;BE;2018
804;ERREICHBARKEIT;Lauterbrunnen;BE;2018
47;VERSORGUNG;Lauterbrunnen;BE;2018
509;SICHERHEIT;Lauterbrunnen;BE;2018
724;RANG;Ersigen;BE;2018
BE;KANTON;Ersigen;BE;2018
Ersigen;GEMEINDE;Ersigen;BE;2018
876;WOHNEN;Ersigen;BE;2018
766;ARBEITSMARKT;Ersigen;BE;2018
643;BEVÖLKERUNG;Ersigen;BE;2018
802;STEUERBELASTUNG;Ersigen;BE;2018
490;ERREICHBARKEIT;Ersigen;BE;2018
801;VERSORGUNG;Ersigen;BE;2018
273;SICHERHEIT;Ersigen;BE;2018
725;RANG;Kirchberg (SG);SG;2018
SG;KANTON;Kirchberg (SG);SG;2018
Kirchberg (SG);GEMEINDE;Kirchberg (SG);SG;2018
710;WOHNEN;Kirchberg (SG);SG;2018
708;ARBEITSMARKT;Kirchberg (SG);SG;2018
619;BEVÖLKERUNG;Kirchberg (SG);SG;2018
647;STEUERBELASTUNG;Kirchberg (SG);SG;2018
545;ERREICHBARKEIT;Kirchberg (SG);SG;2018
879;VERSORGUNG;Kirchberg (SG);SG;2018
89;SICHERHEIT;Kirchberg (SG);SG;2018
726;RANG;Wolhusen;LU;2018
LU;KANTON;Wolhusen;LU;2018
Wolhusen;GEMEINDE;Wolhusen;LU;2018
188;WOHNEN;Wolhusen;LU;2018
627;ARBEITSMARKT;Wolhusen;LU;2018
822;BEVÖLKERUNG;Wolhusen;LU;2018
613;STEUERBELASTUNG;Wolhusen;LU;2018
818;ERREICHBARKEIT;Wolhusen;LU;2018
768;VERSORGUNG;Wolhusen;LU;2018
20;SICHERHEIT;Wolhusen;LU;2018
727;RANG;Mosnang;SG;2018
SG;KANTON;Mosnang;SG;2018
Mosnang;GEMEINDE;Mosnang;SG;2018
234;WOHNEN;Mosnang;SG;2018
819;ARBEITSMARKT;Mosnang;SG;2018
368;BEVÖLKERUNG;Mosnang;SG;2018
689;STEUERBELASTUNG;Mosnang;SG;2018
837;ERREICHBARKEIT;Mosnang;SG;2018
514;VERSORGUNG;Mosnang;SG;2018
89;SICHERHEIT;Mosnang;SG;2018
728;RANG;Toffen;BE;2018
BE;KANTON;Toffen;BE;2018
Toffen;GEMEINDE;Toffen;BE;2018
152;WOHNEN;Toffen;BE;2018
895;ARBEITSMARKT;Toffen;BE;2018
710;BEVÖLKERUNG;Toffen;BE;2018
790;STEUERBELASTUNG;Toffen;BE;2018
334;ERREICHBARKEIT;Toffen;BE;2018
188;VERSORGUNG;Toffen;BE;2018
795;SICHERHEIT;Toffen;BE;2018
729;RANG;Steffisburg;BE;2018
BE;KANTON;Steffisburg;BE;2018
Steffisburg;GEMEINDE;Steffisburg;BE;2018
633;WOHNEN;Steffisburg;BE;2018
659;ARBEITSMARKT;Steffisburg;BE;2018
791;BEVÖLKERUNG;Steffisburg;BE;2018
829;STEUERBELASTUNG;Steffisburg;BE;2018
106;ERREICHBARKEIT;Steffisburg;BE;2018
858;VERSORGUNG;Steffisburg;BE;2018
389;SICHERHEIT;Steffisburg;BE;2018
730;RANG;Rüthi (SG);SG;2018
SG;KANTON;Rüthi (SG);SG;2018
Rüthi (SG);GEMEINDE;Rüthi (SG);SG;2018
179;WOHNEN;Rüthi (SG);SG;2018
590;ARBEITSMARKT;Rüthi (SG);SG;2018
632;BEVÖLKERUNG;Rüthi (SG);SG;2018
636;STEUERBELASTUNG;Rüthi (SG);SG;2018
802;ERREICHBARKEIT;Rüthi (SG);SG;2018
791;VERSORGUNG;Rüthi (SG);SG;2018
585;SICHERHEIT;Rüthi (SG);SG;2018
731;RANG;Breggia;TI;2018
TI;KANTON;Breggia;TI;2018
Breggia;GEMEINDE;Breggia;TI;2018
165;WOHNEN;Breggia;TI;2018
634;ARBEITSMARKT;Breggia;TI;2018
329;BEVÖLKERUNG;Breggia;TI;2018
344;STEUERBELASTUNG;Breggia;TI;2018
642;ERREICHBARKEIT;Breggia;TI;2018
219;VERSORGUNG;Breggia;TI;2018
765;SICHERHEIT;Breggia;TI;2018
732;RANG;Surses;GR;2018
GR;KANTON;Surses;GR;2018
Surses;GEMEINDE;Surses;GR;2018
855;WOHNEN;Surses;GR;2018
522;ARBEITSMARKT;Surses;GR;2018
759;BEVÖLKERUNG;Surses;GR;2018
412;STEUERBELASTUNG;Surses;GR;2018
917;ERREICHBARKEIT;Surses;GR;2018
7;VERSORGUNG;Surses;GR;2018
519;SICHERHEIT;Surses;GR;2018
733;RANG;Aarburg;AG;2018
AG;KANTON;Aarburg;AG;2018
Aarburg;GEMEINDE;Aarburg;AG;2018
838;WOHNEN;Aarburg;AG;2018
710;ARBEITSMARKT;Aarburg;AG;2018
767;BEVÖLKERUNG;Aarburg;AG;2018
485;STEUERBELASTUNG;Aarburg;AG;2018
263;ERREICHBARKEIT;Aarburg;AG;2018
683;VERSORGUNG;Aarburg;AG;2018
409;SICHERHEIT;Aarburg;AG;2018
734;RANG;Kirchberg (BE);BE;2018
BE;KANTON;Kirchberg (BE);BE;2018
Kirchberg (BE);GEMEINDE;Kirchberg (BE);BE;2018
852;WOHNEN;Kirchberg (BE);BE;2018
838;ARBEITSMARKT;Kirchberg (BE);BE;2018
659;BEVÖLKERUNG;Kirchberg (BE);BE;2018
740;STEUERBELASTUNG;Kirchberg (BE);BE;2018
235;ERREICHBARKEIT;Kirchberg (BE);BE;2018
885;VERSORGUNG;Kirchberg (BE);BE;2018
273;SICHERHEIT;Kirchberg (BE);BE;2018
735;RANG;Troistorrents;VS;2018
VS;KANTON;Troistorrents;VS;2018
Troistorrents;GEMEINDE;Troistorrents;VS;2018
312;WOHNEN;Troistorrents;VS;2018
757;ARBEITSMARKT;Troistorrents;VS;2018
302;BEVÖLKERUNG;Troistorrents;VS;2018
516;STEUERBELASTUNG;Troistorrents;VS;2018
710;ERREICHBARKEIT;Troistorrents;VS;2018
891;VERSORGUNG;Troistorrents;VS;2018
688;SICHERHEIT;Troistorrents;VS;2018
736;RANG;Glarus Nord;GL;2018
GL;KANTON;Glarus Nord;GL;2018
Glarus Nord;GEMEINDE;Glarus Nord;GL;2018
400;WOHNEN;Glarus Nord;GL;2018
801;ARBEITSMARKT;Glarus Nord;GL;2018
567;BEVÖLKERUNG;Glarus Nord;GL;2018
391;STEUERBELASTUNG;Glarus Nord;GL;2018
803;ERREICHBARKEIT;Glarus Nord;GL;2018
361;VERSORGUNG;Glarus Nord;GL;2018
406;SICHERHEIT;Glarus Nord;GL;2018
737;RANG;Wilderswil;BE;2018
BE;KANTON;Wilderswil;BE;2018
Wilderswil;GEMEINDE;Wilderswil;BE;2018
171;WOHNEN;Wilderswil;BE;2018
629;ARBEITSMARKT;Wilderswil;BE;2018
806;BEVÖLKERUNG;Wilderswil;BE;2018
836;STEUERBELASTUNG;Wilderswil;BE;2018
369;ERREICHBARKEIT;Wilderswil;BE;2018
397;VERSORGUNG;Wilderswil;BE;2018
509;SICHERHEIT;Wilderswil;BE;2018
738;RANG;Aarwangen;BE;2018
BE;KANTON;Aarwangen;BE;2018
Aarwangen;GEMEINDE;Aarwangen;BE;2018
792;WOHNEN;Aarwangen;BE;2018
802;ARBEITSMARKT;Aarwangen;BE;2018
581;BEVÖLKERUNG;Aarwangen;BE;2018
776;STEUERBELASTUNG;Aarwangen;BE;2018
355;ERREICHBARKEIT;Aarwangen;BE;2018
719;VERSORGUNG;Aarwangen;BE;2018
331;SICHERHEIT;Aarwangen;BE;2018
739;RANG;St. Antoni;FR;2018
FR;KANTON;St. Antoni;FR;2018
St. Antoni;GEMEINDE;St. Antoni;FR;2018
668;WOHNEN;St. Antoni;FR;2018
732;ARBEITSMARKT;St. Antoni;FR;2018
563;BEVÖLKERUNG;St. Antoni;FR;2018
755;STEUERBELASTUNG;St. Antoni;FR;2018
631;ERREICHBARKEIT;St. Antoni;FR;2018
306;VERSORGUNG;St. Antoni;FR;2018
251;SICHERHEIT;St. Antoni;FR;2018
740;RANG;Schinznach;AG;2018
AG;KANTON;Schinznach;AG;2018
Schinznach;GEMEINDE;Schinznach;AG;2018
835;WOHNEN;Schinznach;AG;2018
866;ARBEITSMARKT;Schinznach;AG;2018
553;BEVÖLKERUNG;Schinznach;AG;2018
361;STEUERBELASTUNG;Schinznach;AG;2018
532;ERREICHBARKEIT;Schinznach;AG;2018
85;VERSORGUNG;Schinznach;AG;2018
186;SICHERHEIT;Schinznach;AG;2018
741;RANG;Nebikon;LU;2018
LU;KANTON;Nebikon;LU;2018
Nebikon;GEMEINDE;Nebikon;LU;2018
706;WOHNEN;Nebikon;LU;2018
685;ARBEITSMARKT;Nebikon;LU;2018
281;BEVÖLKERUNG;Nebikon;LU;2018
410;STEUERBELASTUNG;Nebikon;LU;2018
617;ERREICHBARKEIT;Nebikon;LU;2018
852;VERSORGUNG;Nebikon;LU;2018
10;SICHERHEIT;Nebikon;LU;2018
742;RANG;Entlebuch;LU;2018
LU;KANTON;Entlebuch;LU;2018
Entlebuch;GEMEINDE;Entlebuch;LU;2018
544;WOHNEN;Entlebuch;LU;2018
725;ARBEITSMARKT;Entlebuch;LU;2018
702;BEVÖLKERUNG;Entlebuch;LU;2018
575;STEUERBELASTUNG;Entlebuch;LU;2018
850;ERREICHBARKEIT;Entlebuch;LU;2018
867;VERSORGUNG;Entlebuch;LU;2018
20;SICHERHEIT;Entlebuch;LU;2018
743;RANG;Biasca;TI;2018
TI;KANTON;Biasca;TI;2018
Biasca;GEMEINDE;Biasca;TI;2018
296;WOHNEN;Biasca;TI;2018
670;ARBEITSMARKT;Biasca;TI;2018
909;BEVÖLKERUNG;Biasca;TI;2018
344;STEUERBELASTUNG;Biasca;TI;2018
624;ERREICHBARKEIT;Biasca;TI;2018
690;VERSORGUNG;Biasca;TI;2018
464;SICHERHEIT;Biasca;TI;2018
744;RANG;Hohenrain;LU;2018
LU;KANTON;Hohenrain;LU;2018
Hohenrain;GEMEINDE;Hohenrain;LU;2018
419;WOHNEN;Hohenrain;LU;2018
754;ARBEITSMARKT;Hohenrain;LU;2018
297;BEVÖLKERUNG;Hohenrain;LU;2018
543;STEUERBELASTUNG;Hohenrain;LU;2018
848;ERREICHBARKEIT;Hohenrain;LU;2018
838;VERSORGUNG;Hohenrain;LU;2018
177;SICHERHEIT;Hohenrain;LU;2018
745;RANG;Niedergösgen;SO;2018
SO;KANTON;Niedergösgen;SO;2018
Niedergösgen;GEMEINDE;Niedergösgen;SO;2018
854;WOHNEN;Niedergösgen;SO;2018
834;ARBEITSMARKT;Niedergösgen;SO;2018
840;BEVÖLKERUNG;Niedergösgen;SO;2018
649;STEUERBELASTUNG;Niedergösgen;SO;2018
505;ERREICHBARKEIT;Niedergösgen;SO;2018
910;VERSORGUNG;Niedergösgen;SO;2018
186;SICHERHEIT;Niedergösgen;SO;2018
746;RANG;Derendingen;SO;2018
SO;KANTON;Derendingen;SO;2018
Derendingen;GEMEINDE;Derendingen;SO;2018
881;WOHNEN;Derendingen;SO;2018
745;ARBEITSMARKT;Derendingen;SO;2018
828;BEVÖLKERUNG;Derendingen;SO;2018
882;STEUERBELASTUNG;Derendingen;SO;2018
453;ERREICHBARKEIT;Derendingen;SO;2018
615;VERSORGUNG;Derendingen;SO;2018
213;SICHERHEIT;Derendingen;SO;2018
747;RANG;Flums;SG;2018
SG;KANTON;Flums;SG;2018
Flums;GEMEINDE;Flums;SG;2018
841;WOHNEN;Flums;SG;2018
495;ARBEITSMARKT;Flums;SG;2018
852;BEVÖLKERUNG;Flums;SG;2018
724;STEUERBELASTUNG;Flums;SG;2018
853;ERREICHBARKEIT;Flums;SG;2018
530;VERSORGUNG;Flums;SG;2018
445;SICHERHEIT;Flums;SG;2018
748;RANG;Avenches;VD;2018
VD;KANTON;Avenches;VD;2018
Avenches;GEMEINDE;Avenches;VD;2018
662;WOHNEN;Avenches;VD;2018
